1443,267,76,44,今
1459,317,65,46,難
1470,367,59,52,處
1454,417,71,47,者
1463,471,63,65,軍
1464,525,54,63,皆
1468,581,56,61,精
1447,640,93,54,兵
1469,702,83,57,也
1476,748,59,83,罷
1475,813,50,65,此
1471,878,75,40,爲
1481,918,72,58,難
1490,971,54,59,而
1371,268,70,57,形
1387,330,55,74,勢
1394,396,46,35,則
1392,433,60,65,當
1388,499,67,71,罷
1388,565,63,50,也
1396,614,43,51,各
1396,660,48,53,司
1392,705,57,48,當
1395,750,63,64,給
1417,801,25,48,之
1410,847,42,70,軍
1394,917,80,56,兵
1406,980,69,53,曹
1298,270,77,42,一
1302,314,72,42,切
1321,357,65,39,不
1357,385,43,41,爲
1320,398,63,57,給
1322,458,51,57,矣
1307,520,66,67,兵
1305,582,72,43,曰
1332,618,42,35,不
1325,650,51,43,能
1329,693,45,42,也
1316,728,65,44,非
1310,767,82,43,不
1336,801,52,59,爲
1327,862,60,47,也
1338,896,48,59,精
1345,962,59,47,抄
1229,264,53,66,至
1223,327,64,50,今
1236,376,52,35,不
1214,409,74,46,能
1246,456,53,71,成
1248,522,45,59,貌
1230,579,83,95,樣
1242,668,59,44,五
1258,713,45,45,百
1245,757,61,64,名
1251,814,71,33,不
1248,841,55,53,能
1260,883,51,62,立
1257,944,74,63,其
1149,277,56,67,半
1156,356,53,43,立
1178,409,36,71,之
1162,488,64,51,矣
1147,549,69,57,領
1155,601,73,57,曰
1177,656,41,45,事
1160,696,60,52,甚
1167,746,62,70,重
1175,807,49,48,大
1175,855,54,39,不
1193,889,35,42,可
1154,929,88,56,狹
1179,987,76,55,爲
1056,282,86,51,從
1073,340,70,76,容
1089,420,54,66,議
1095,488,45,52,爲
1078,561,78,59,何
1092,617,60,47,如
1086,704,62,63,上
1088,774,61,32,曰
1085,806,62,70,然
1084,858,68,94,矣
1000,279,52,83,胄
981,361,86,61,曰
1012,422,38,55,有
1013,486,50,45,所
1009,536,62,65,懷
1006,592,55,69,矣
1011,641,56,79,普
1014,720,51,66,建
996,780,82,56,議
1011,841,72,59,後
1017,897,47,43,爲
1013,941,62,45,相
1019,981,64,49,先
1031,1025,78,51,臣
902,270,72,60,爲
912,336,73,53,交
927,405,67,53,代
923,453,59,58,常
918,522,75,35,曰
931,553,56,60,軍
943,606,48,40,則
930,653,65,57,精
939,711,48,44,而
923,751,76,61,兵
929,805,64,46,曹
938,842,55,49,而
917,891,82,60,無
919,949,87,104,刑
792,295,61,42,此
800,330,49,43,所
788,373,63,62,謂
793,431,72,67,鷄
797,489,70,64,肋
792,552,59,49,也
789,596,49,74,棄
790,659,45,46,之
789,710,56,32,則
776,752,78,70,惜
782,812,62,60,食
788,878,51,40,之
790,936,52,33,則
782,970,63,48,不
774,1020,78,71,好
708,286,72,55,然
706,338,82,40,似
713,389,65,33,當
688,434,92,67,終
704,512,72,58,罷
721,563,44,41,云
716,605,57,70,矣
687,659,87,49,時
707,722,55,51,白
695,765,70,38,二
707,798,65,51,百
708,852,51,47,名
703,894,61,39,抄
703,934,53,56,屬
722,983,34,41,於
700,1020,67,44,兵
622,279,74,59,曹
632,331,68,50,加
614,379,74,33,一
634,409,64,55,百
626,455,57,65,名
640,512,50,48,者
619,556,66,60,先
639,610,58,38,臣
619,653,63,35,初
630,700,48,42,兵
628,735,60,52,判
630,787,54,38,時
619,821,51,59,事
622,879,71,45,也
620,928,62,45,步
625,969,61,46,兵
632,1017,62,58,騎
562,287,40,60,兵
565,352,43,51,兵
539,388,75,46,曹
556,432,68,44,所
524,472,97,55,設
546,517,74,49,而
539,560,65,57,分
552,616,56,42,出
550,653,51,62,後
538,717,69,59,兵
538,753,59,63,曹
558,805,36,50,無
533,851,67,53,貌
523,907,75,74,樣
547,972,59,51,矣
553,1021,46,44,三
475,286,56,49,百
465,329,70,68,名
481,413,57,44,時
463,454,61,53,渠
485,516,37,54,自
488,583,38,46,食
467,619,70,51,之
483,661,41,47,而
467,706,57,62,臣
457,754,60,57,欲
459,807,54,68,達
463,867,61,46,此
450,911,72,52,語
472,958,38,34,爲
465,992,58,59,文
380,288,69,62,字
399,350,41,58,未
385,404,63,78,及
394,480,64,72,達
403,544,58,37,而
383,566,73,80,終
363,647,84,45,必
398,684,46,51,可
380,739,81,55,罷
387,794,61,57,然
381,848,69,69,後
366,915,75,66,兵
364,968,67,41,曹
394,1013,45,48,可
294,268,67,82,支
295,349,66,82,矣
306,431,68,69,領
309,509,63,42,曰
297,541,64,44,此
291,591,60,48,乃
292,650,59,62,擧
303,713,54,58,朝
321,768,27,59,之
280,824,70,67,議
305,888,46,44,而
293,929,54,32,以
283,963,78,56,僚
292,1020,83,42,相
208,286,64,53,不
196,342,89,52,在
209,382,72,60,故
212,443,65,46,欲
218,505,57,44,出
225,555,37,33,而
200,590,88,70,議
228,656,37,49,之
202,694,80,100,矣
