1455,281,68,76,領
1477,352,51,43,曰
1458,399,70,64,軍
1479,491,45,66,事
1476,542,52,73,甚
1482,626,65,62,悶
1475,687,49,46,弓
1485,732,39,40,之
1479,785,71,53,將
1477,829,73,75,破
1485,902,51,37,者
1490,942,55,58,曰
1405,294,41,49,當
1404,339,61,59,用
1397,404,59,71,筒
1405,465,56,78,箇
1413,536,62,58,云
1411,572,60,63,此
1408,626,64,51,武
1376,668,85,45,士
1409,709,61,41,不
1415,748,51,36,可
1424,785,45,52,之
1428,820,46,60,言
1419,882,57,63,也
1416,932,60,56,吳
1422,992,72,49,曰
1346,300,36,63,失
1350,374,45,44,其
1338,417,56,74,本
1357,486,50,78,意
1346,553,53,68,也
1259,292,74,67,?
1273,358,51,50,曰
1266,400,65,47,江
1275,449,62,95,華
1269,537,57,51,米
1274,591,62,29,一
1287,624,46,48,半
1277,672,58,59,使
1279,723,83,51,貢
1271,770,77,50,主
1266,816,125,50,人
1282,860,57,48,往
1277,901,81,65,處
1293,958,66,35,其
1288,985,75,55,處
1187,298,67,34,一
1186,344,63,44,半
1188,392,62,46,右
1196,438,57,51,水
1201,480,64,81,站
1192,548,66,57,使
1202,603,66,85,載
1188,678,68,68,來
1199,737,54,41,而
1203,784,61,45,七
1208,823,58,74,隻
1203,904,64,31,一
1193,933,92,48,巡
1225,984,54,44,則
1117,298,68,46,四
1131,352,35,36,千
1117,398,59,53,石
1121,452,64,35,不
1128,480,53,66,當
1113,545,68,62,盡
1116,602,81,74,輸
1130,670,52,52,使
1137,714,43,55,左
1121,761,66,51,水
1127,804,72,68,站
1129,876,56,83,載
1140,952,52,74,幷
1020,301,98,61,何
1036,371,74,79,如
1053,442,45,58,此
1041,500,59,46,不
1015,547,90,46,必
1057,596,40,71,擧
1057,667,59,50,行
1062,717,43,57,條
1048,772,68,69,件
1054,837,65,51,戶
1064,902,61,51,判
1057,946,58,48,當
1065,1002,54,50,爲
965,296,58,86,之
905,326,69,54,承
915,381,66,50,曰
914,426,52,50,火
918,463,70,72,巢
921,542,53,51,當
910,592,70,44,爲
929,633,47,67,擧
908,716,78,51,行
923,752,56,177,耶
918,957,66,51,禮
922,1010,72,51,判
852,306,35,41,當
861,358,27,27,爲
816,333,43,48,啓
824,382,51,54,辭
813,440,53,116,耶
790,575,75,59,領
808,635,53,46,曰
798,684,74,47,朴
787,728,76,46,安
801,776,73,55,悌
800,826,70,99,墓
790,913,88,43,亦
805,952,68,49,入
821,990,55,50,於
740,313,50,67,其
730,378,65,59,中
745,435,57,89,矣
656,305,61,60,領
661,368,56,40,曰
661,415,59,48,先
656,468,66,51,朝
656,516,73,44,非
669,561,52,52,局
665,608,57,48,內
678,663,56,37,則
650,692,61,36,人
665,730,48,93,墓
667,809,65,55,勿
650,862,81,62,使
664,922,74,63,掘
665,973,71,67,出
576,245,84,84,盛
581,345,70,52,德
593,390,48,68,事
576,454,76,54,也
582,503,57,64,此
589,564,63,40,亦
596,596,63,72,遠
574,655,62,64,山
582,710,48,34,又
564,750,79,55,隔
593,809,49,46,之
585,861,50,52,常
566,908,72,73,漢
601,973,43,59,之
490,284,74,95,墓
507,390,52,47,平
500,440,64,41,士
516,483,46,79,之
409,236,63,56,上
414,291,75,50,曰
400,345,80,74,依
421,404,61,59,爲
434,451,46,78,之
421,525,58,56,爲
431,586,58,46,其
425,629,54,48,子
421,685,79,40,孫
414,720,73,55,者
400,762,83,82,願
422,838,71,47,爲
426,887,62,54,掘
409,936,73,70,出
435,1004,67,36,則
322,292,73,52,聽
328,339,55,90,之
320,435,79,82,領
315,505,80,49,曰
323,556,63,37,故
340,589,47,50,判
325,633,81,44,書
332,680,59,55,鼎
321,742,70,56,縣
323,787,75,90,?
339,869,45,35,於
337,901,45,47,其
319,947,71,40,地
339,988,51,43,其
232,281,71,57,子
245,348,68,44,安
251,402,50,83,孝
243,491,62,56,亦
248,547,60,88,?
259,628,56,34,於
262,662,39,46,其
242,721,69,57,地
233,782,78,55,矣
241,840,70,44,士
246,889,49,52,大
252,939,59,47,夫
246,986,74,54,也
