1476,604,61,39,於
1466,650,69,46,他
1468,693,81,62,人
1475,741,57,46,不
1474,824,53,40,爲
1482,855,50,62,尋
1479,915,52,57,常
1465,984,93,57,規
1394,537,50,49,弊
1392,584,50,65,矣
1386,643,74,55,近
1406,700,43,53,來
1392,750,64,46,諸
1403,789,51,44,臣
1386,836,73,57,不
1402,887,65,64,仕
1391,935,61,52,者
1409,987,59,46,忘
1311,255,40,62,君
1315,317,54,52,臣
1332,364,25,39,之
1323,405,47,50,義
1322,516,31,24,於
1316,544,55,50,死
1309,605,60,80,黨
1332,687,29,38,之
1317,731,59,51,習
1319,778,57,42,而
1313,808,54,64,皆
1320,869,54,67,欲
1327,934,51,56,退
1334,986,49,56,去
1267,214,37,33,上
1270,251,45,34,曰
1272,286,36,40,此
1270,320,39,32,何
1284,348,36,59,義
1288,410,29,42,也
1217,271,58,46,想
1223,330,54,34,爲
1228,370,46,71,駭
1219,442,73,59,愕
1240,514,45,62,尹
1227,574,70,46,必
1227,631,75,51,激
1237,685,42,35,於
1238,720,50,49,此
1247,767,39,39,卽
1236,809,62,61,承
1232,851,65,66,旨
1237,910,57,34,以
1241,957,56,19,一
1240,979,65,36,烈
1259,1009,53,42,辭
1147,267,58,72,論
1137,340,73,44,大
1160,384,46,50,臣
1143,441,62,34,不
1153,467,56,64,當
1155,525,58,72,讀
1151,598,63,59,從
1163,656,42,52,重
1158,716,53,59,推
1152,780,62,67,考
1068,215,60,50,上
1074,271,53,41,曰
1070,314,65,69,依
1067,373,65,56,爲
1098,421,25,65,之
1075,480,70,62,父
1078,539,53,53,雖
1087,601,42,36,得
1076,644,63,46,罪
1082,694,58,28,於
1078,722,70,79,國
1091,798,47,48,其
1096,842,45,38,子
1091,877,53,37,不
1088,921,60,49,敢
1090,963,56,44,去
1085,1009,103,48,況
1005,251,51,57,於
999,307,57,63,皆
993,369,59,58,生
1017,425,34,70,乎
1006,509,51,56,此
998,566,70,58,義
1006,631,53,63,理
1015,688,53,64,何
999,757,65,68,據
1015,821,61,60,哉
1006,879,56,62,領
1003,947,61,38,曰
1012,977,61,56,然
911,255,76,79,矣
921,334,60,37,所
913,375,71,50,謂
923,420,50,59,師
930,474,41,31,者
972,497,30,33,非
922,512,50,63,眞
928,573,58,44,弟
927,611,56,53,子
920,659,63,60,也
920,710,60,38,而
933,750,44,57,皆
908,804,79,35,以
926,834,49,48,爲
921,886,72,43,如
936,935,45,47,此
920,971,67,53,不
799,257,52,76,但
809,328,54,59,義
806,388,61,69,理
804,456,53,61,怪
805,512,53,50,異
804,572,64,43,分
797,621,66,70,義
799,690,68,75,實
806,755,53,35,不
804,795,61,60,敢
790,853,74,50,極
805,900,49,46,爲
803,944,60,54,無
798,1002,81,52,據
719,268,59,53,若
741,329,36,38,少
709,382,68,64,鎭
733,442,45,58,定
730,508,54,38,則
729,539,45,58,或
733,596,42,50,可
730,647,52,66,懷
708,714,78,51,悟
720,762,45,28,而
727,790,43,62,尹
713,859,55,40,事
706,906,84,39,必
716,943,62,41,以
724,985,57,49,此
636,266,58,48,爲
642,324,62,39,非
642,365,56,42,而
628,409,73,59,固
641,477,59,50,非
639,530,72,75,矣
642,596,57,69,勅
638,656,54,63,行
651,710,45,74,渡
636,779,60,47,江
643,828,48,39,而
639,873,57,47,姑
641,919,66,58,無
648,973,52,64,大
568,265,48,64,段
570,321,46,52,事
579,373,43,42,其
579,415,40,42,中
571,459,56,51,服
569,507,46,50,色
577,559,38,53,事
568,612,52,49,尹
563,649,53,87,嘗
562,737,51,47,言
568,778,51,40,之
571,817,59,32,而
555,849,65,62,館
577,909,42,49,中
552,950,63,50,出
578,993,46,40,入
488,259,56,61,亦
488,329,60,48,不
482,378,75,44,令
488,418,61,62,白
485,474,59,47,衣
492,516,57,47,爲
511,572,31,69,之
504,632,43,54,云
482,678,64,59,用
473,741,75,46,東
481,789,49,50,事
482,840,55,46,甚
466,888,72,54,悶
494,947,47,57,矣
403,215,54,39,上
388,269,71,33,曰
400,310,62,47,何
403,362,64,30,以
416,392,56,42,則
416,439,56,48,吏
437,490,23,52,之
410,539,60,56,勿
412,594,58,45,爲
403,639,57,62,領
400,707,41,52,曰
410,746,42,41,其
399,791,56,59,時
404,850,49,45,臣
404,901,54,39,半
412,945,51,29,日
400,985,63,60,苦
337,240,48,111,爭
324,357,69,56,終
343,545,42,41,大
337,586,61,61,通
337,642,55,54,官
330,695,58,52,內
324,747,58,33,大
331,792,64,41,臣
340,823,39,61,自
321,892,63,44,當
329,941,58,50,退
350,994,43,42,去
256,580,56,66,矣
