1462,190,84,80,領
1465,661,95,83,記
1495,738,45,61,事
1487,792,64,54,官
1477,845,73,64,李
1474,904,81,64,聘
1483,958,85,76,命
1399,194,53,69,行
1400,266,50,30,工
1391,296,56,32,曹
1394,327,55,47,判
1421,841,54,64,李
1419,895,47,74,后
1413,962,67,72,沆
1337,191,51,62,行
1337,253,41,39,兵
1324,292,64,26,曹
1312,315,77,52,判
1334,368,55,56,書
1336,525,55,69,運
1333,837,67,78,南
1339,908,63,55,益
1340,958,62,81,熏
1258,190,66,60,行
1255,246,61,57,禮
1262,299,56,27,曹
1273,326,47,48,判
1269,367,50,70,書
1271,429,50,56,張
1280,484,44,46,善
1265,533,73,62,?
1193,197,45,57,戶
1188,252,63,36,曹
1193,282,63,84,判
1211,359,42,73,書
1200,432,53,57,吳
1201,489,69,45,挺
1207,535,55,59,緯
1116,193,68,71,行
1128,259,50,41,大
1132,300,49,59,司
1127,355,63,84,憲
1142,435,54,56,金
1126,507,78,84,徽
1060,192,59,69,行
1053,262,72,45,弘
1057,305,63,47,文
1070,347,49,55,館
1055,395,65,59,副
1077,449,50,59,提
1064,514,63,64,學
1071,564,59,61,金
1081,626,49,48,錫
1093,675,42,72,胄
985,206,63,54,兵
996,258,61,62,曹
1006,311,40,63,參
995,371,52,69,判
1007,440,40,46,申
1001,494,56,41,汝
1004,542,53,62,哲
922,198,42,62,大
920,251,45,63,司
913,311,68,68,諫
906,391,80,121,鄭
906,518,70,90,晳
791,199,87,62,左
804,258,73,79,副
789,343,89,50,承
805,395,63,64,旨
794,459,70,78,權
800,540,58,46,大
817,583,55,74,載
580,212,146,86,疏
584,291,139,95,?
593,394,129,96,引
616,484,134,137,見
605,601,134,129,夜
596,734,160,124,對
574,851,174,124,廳
357,184,192,125,備
376,300,164,121,局
406,401,119,114,堂
418,520,122,76,上
367,585,161,140,晝
370,722,167,121,講
