790,240,57,64,各
780,293,85,66,樣
776,356,85,71,雜
780,425,75,56,物
800,472,48,70,置
793,538,72,72,簿
690,151,100,71,諡
696,226,80,66,冊
719,292,56,38,所
733,329,40,23,入
726,347,47,37,卄
731,376,52,30,二
727,401,54,47,種
744,485,41,57,靑
743,539,45,28,玉
649,282,51,57,隔
643,336,73,56,?
649,381,68,50,?
661,430,39,29,十
649,463,61,25,一
653,483,63,52,件
672,539,34,42,所
666,564,46,30,入
670,588,35,25,三
672,607,38,29,種
655,652,61,39,紅
664,683,71,49,段
595,285,39,47,內
593,332,45,58,?
585,391,72,52,?
577,435,77,46,?
590,481,68,35,二
592,511,47,51,件
532,289,46,45,內
525,335,70,53,函
527,387,46,26,一
537,478,33,35,朱
532,515,49,26,紅
536,569,47,46,栢
468,289,57,46,內
472,334,61,55,函
474,390,72,57,?
470,439,56,31,二
601,579,45,32,紅
604,604,45,37,?
610,644,43,36,貼
613,676,42,29,金
472,491,60,29,紅
490,511,41,37,?
492,546,37,51,紫
491,592,42,36,方
481,620,71,32,綠
489,653,48,37,紬
402,288,60,50,外
398,332,74,62,?
418,402,51,28,一
422,481,49,39,黑
435,525,42,35,漆
423,564,43,50,栢
423,650,45,31,全
415,679,57,27,六
422,705,50,31,每
411,728,84,43,五
349,297,54,52,外
348,347,65,50,?
351,404,62,43,?
354,447,62,37,一
365,560,41,40,紅
364,594,52,37,紬
278,298,76,58,排
278,357,75,64,案
276,425,85,50,床
275,478,98,14,一
304,500,44,36,朱
298,536,66,31,紅
303,571,45,21,二
304,618,39,14,八
276,507,27,42,松
271,577,39,52,讀
282,624,28,34,冊
284,656,38,38,床
284,705,42,18,一
745,703,58,65,奉
750,761,52,53,安
749,810,45,55,魂
746,864,50,37,殿
756,890,29,28,三
756,909,39,43,年
756,951,56,33,後
753,977,41,44,奉
753,1006,53,30,安
767,1041,38,40,宗
749,1078,66,23,廟
691,807,49,37,簡
700,848,34,41,用
701,876,35,47,靑
706,914,31,23,玉
695,943,41,26,長
700,965,48,22,九
688,985,46,30,寸
701,1012,41,20,七
702,1031,40,25,分
654,807,42,44,廣
656,839,33,22,一
663,862,31,24,寸
668,880,27,25,二
659,897,37,30,分
661,924,32,36,厚
662,960,36,36,六
669,990,38,29,分
665,1012,39,47,用
621,803,40,37,造
626,841,42,33,禮
631,873,27,31,器
628,908,39,26,尺
626,930,38,51,間
626,971,35,35,數
626,1006,31,35,隨
630,1027,33,33,文
577,808,42,34,之
589,838,24,29,多
588,871,35,30,少
581,894,47,41,每
587,926,39,36,間
591,953,35,44,刻
595,994,25,33,十
590,1014,40,20,二
587,1035,36,30,字
528,799,42,51,塡
534,851,40,25,以
532,874,51,39,泥
535,910,48,36,金
526,943,50,37,編
536,978,45,34,結
539,1012,34,22,六
533,1038,53,33,間
496,807,29,30,爲
479,838,45,18,一
492,856,38,39,貼
495,894,35,24,上
496,916,33,27,下
490,940,40,38,頭
490,974,35,34,粧
490,1004,41,17,以
494,1019,36,25,紅
499,1043,39,39,錦
448,805,42,42,線
456,841,33,35,段
451,880,40,33,且
444,905,37,26,以
448,928,38,37,鍍
452,957,34,33,金
451,989,39,30,編
448,1013,40,43,鐵
446,1049,42,29,兩
401,805,43,54,邊
389,858,55,20,各
395,878,47,37,有
399,909,44,49,圓
395,953,49,32,環
406,979,35,32,連
392,1013,49,31,貼
399,1046,45,32,成
352,807,36,47,冊
357,853,34,32,初
355,879,34,30,終
351,907,44,30,貼
347,938,45,30,外
361,957,28,39,面
360,987,37,23,以
364,1008,35,30,紅
355,1035,40,50,錦
312,799,36,51,線
311,844,40,33,段
305,884,50,35,作
297,925,52,34,衣
