1495,279,54,36,孔
1485,312,58,64,岩
1502,385,43,38,外
1484,425,58,39,五
1480,471,77,36,代
1490,503,51,47,祖
1487,546,50,49,考
1487,597,59,38,?
1485,637,59,77,墓
1472,706,68,56,李
1472,766,73,62,進
1480,826,62,32,士
1487,867,45,44,榮
1465,906,67,39,世
1479,938,44,59,來
1460,992,77,72,宿
1438,203,34,64,若
1422,261,55,39,木
1435,302,38,40,李
1438,343,47,37,世
1438,381,41,67,亨
1437,440,34,45,來
1437,483,49,42,見
1427,516,56,33,以
1431,553,46,27,仁
1437,579,42,41,同
1428,619,50,41,鄕
1425,658,52,26,所
1422,695,50,30,將
1425,727,57,55,被
1423,790,46,46,編
1407,841,67,28,配
1421,866,47,38,願
1412,909,59,41,往
1419,943,42,44,禿
1417,981,37,40,音
1415,1021,51,44,城
1371,199,58,49,云
1377,251,50,39,今
1381,283,34,33,日
1376,319,50,64,歲
1368,381,57,48,除
1382,428,38,23,日
1374,446,60,44,也
1385,480,26,57,守
1364,533,61,67,歲
1374,594,40,39,之
1361,643,60,61,感
1366,704,39,41,有
1352,751,62,60,倍
1360,819,38,57,常
1358,866,47,61,年
1349,975,50,39,臣
1355,1013,53,51,見
1300,190,70,61,睦
1304,249,66,44,際
1304,292,61,47,世
1326,341,34,31,書
1298,375,62,31,余
1307,405,50,29,以
1299,431,62,54,隷
1308,491,56,38,習
1308,528,53,59,官
1308,578,41,70,褒
1301,647,59,42,貶
1311,691,40,30,不
1288,720,60,53,參
1299,772,51,48,法
1297,821,37,39,勿
1297,853,48,42,居
1305,900,36,36,下
1298,925,43,36,而
1296,968,51,21,以
1289,984,71,75,張
1256,175,37,75,未
1251,254,55,62,准
1245,316,59,52,之
1234,360,62,56,故
1238,407,55,46,只
1252,447,42,51,中
1248,498,48,43,云
1236,539,60,52,六
1248,589,48,48,月
1235,637,58,25,以
1238,654,50,67,前
1226,716,59,28,則
1225,749,55,37,可
1207,783,90,56,保
1221,833,64,55,閑
1227,878,59,53,臥
1195,930,81,46,以
1197,964,88,53,舍
1228,1015,69,52,是
1180,189,70,61,幸
1176,252,51,65,都
1187,323,43,47,目
1162,353,66,57,政
1186,403,48,39,則
1178,449,50,31,在
1161,478,71,42,卄
1179,519,55,36,六
1187,563,36,29,日
1175,580,44,120,耳
