1370,221,51,32,則
1369,251,56,52,輕
1372,301,51,27,治
1388,325,24,35,之
1382,353,41,50,矣
1370,434,38,33,上
1373,467,37,30,曰
1371,497,48,45,仍
1367,545,60,42,配
1366,596,36,39,始
1369,634,36,49,壽
1365,681,38,24,以
1357,704,73,37,全
1360,736,46,34,家
1360,766,47,41,秩
1359,804,40,42,李
1354,841,46,46,宗
1338,886,71,67,業
1355,954,38,109,事
1313,223,46,45,進
1308,267,56,56,讀
1322,343,32,30,上
1321,375,29,27,曰
1310,405,48,51,仍
1298,454,63,49,配
1301,503,41,29,以
1296,535,54,37,咸
1310,575,28,34,平
1305,605,42,31,正
1285,630,57,46,兵
1294,672,52,37,林
1302,708,38,37,進
1307,742,25,35,事
1291,768,47,43,進
1290,807,51,51,讀
1294,877,37,33,上
1299,909,30,33,曰
1290,945,46,44,仍
1288,993,65,59,配
1234,224,57,27,以
1242,255,50,37,楊
1248,290,40,34,州
1241,323,43,40,金
1244,359,56,51,起
1231,409,57,48,潤
1241,455,44,40,妻
1235,496,37,47,香
1231,537,47,41,伊
1241,572,35,31,等
1239,600,31,36,事
1229,632,47,44,進
1226,672,50,53,讀
1232,750,33,27,上
1238,773,26,28,曰
1228,805,43,37,仍
1220,841,51,50,配
1215,892,52,35,以
1225,925,45,40,永
1217,968,50,45,柔
1217,1009,48,50,康
1169,231,53,41,禮
1166,267,54,39,立
1185,305,30,42,事
1168,338,47,45,進
1169,379,49,51,讀
1172,435,32,37,上
1178,466,30,24,曰
1164,488,48,43,仍
1160,527,56,41,配
1164,571,42,27,以
1174,596,32,39,南
1164,634,46,34,陽
1156,670,60,50,芮
1160,717,52,42,次
1168,759,38,29,男
1163,784,31,39,事
1154,814,44,53,進
1156,866,48,56,讀
1154,931,33,36,上
1160,966,32,23,曰
1152,988,47,35,仍
1156,1022,50,37,配
1107,227,43,40,始
1117,258,35,46,壽
1102,302,51,28,曰
1109,327,42,37,此
1114,359,30,37,事
1117,392,22,33,未
1108,422,37,26,知
1109,446,34,33,何
1104,476,42,85,如
1092,563,63,38,全
1094,601,42,39,家
1132,635,24,21,之
1131,656,24,29,律
1090,736,44,39,乃
1093,773,49,54,是
1088,819,49,47,減
1085,867,50,35,死
1088,901,39,24,一
1085,920,42,50,等
1091,966,29,25,之
1086,995,41,88,罰
1038,214,51,60,其
1053,270,36,27,不
1055,295,31,36,可
1039,325,56,50,定
1046,373,42,37,配
1049,411,43,28,近
1039,441,60,36,地
