1478,255,67,70,銀
1479,334,66,51,萬
1479,648,60,37,入
1506,680,35,63,之
1491,738,39,41,今
1477,783,65,47,又
1472,826,68,56,給
1473,893,64,53,馬
1522,924,42,40,又
1473,950,63,53,給
1389,258,75,66,銀
1410,321,50,67,于
1411,400,58,46,畿
1401,454,73,50,驛
1406,508,47,57,事
1396,569,67,52,體
1420,615,43,47,未
1412,669,67,62,安
1417,739,52,60,敢
1415,796,54,73,達
1415,865,53,78,慶
1401,948,73,73,安
1320,262,66,58,雖
1324,339,76,48,殘
1381,388,26,45,自
1335,401,49,41,外
1331,452,52,51,方
1345,498,38,51,有
1324,551,79,56,納
1344,603,43,54,自
1320,658,82,56,兵
1327,718,71,31,曹
1335,745,50,46,有
1337,788,59,75,給
1325,840,74,80,矣
1233,271,75,61,領
1257,338,52,44,曰
1254,387,47,44,三
1246,428,68,39,大
1251,476,57,57,驛
1249,534,63,54,給
1271,590,26,35,之
1245,630,64,51,耶
1245,684,78,75,吳
1256,756,60,40,曰
1265,792,57,76,屬
1248,877,73,82,驛
1259,963,76,64,亦
1155,272,65,50,小
1173,334,55,75,給
1183,396,41,43,之
1172,426,66,78,矣
1172,512,57,60,領
1180,574,57,41,曰
1177,618,57,89,慶
1184,704,60,58,安
1168,754,68,74,固
1168,813,70,76,難
1182,907,61,57,支
1197,967,45,43,而
1096,275,50,60,自
1094,329,52,54,太
1088,385,72,64,僕
1079,453,79,61,信
1089,520,77,81,銀
1087,598,71,51,事
1085,645,70,50,禮
1093,697,57,48,未
1093,752,67,53,安
1098,800,55,45,云
1106,849,60,51,者
1107,900,56,62,是
1102,953,76,68,也
997,283,73,52,若
1013,342,66,37,以
1017,382,44,47,馬
1007,432,67,45,則
1020,476,48,50,可
1009,527,67,50,而
993,586,81,90,崇
1010,675,57,50,亦
1022,722,44,60,用
995,785,73,58,馬
1001,838,74,59,臣
1021,901,62,39,於
1022,940,57,50,其
1019,996,62,47,時
915,289,70,39,不
934,330,66,64,敢
915,450,76,61,者
926,509,63,40,以
919,556,75,73,慶
912,633,78,52,安
929,684,58,70,難
931,752,59,61,支
913,816,70,52,也
929,865,67,74,但
924,931,87,77,旣
927,998,75,53,曰
766,270,66,67,當
753,355,81,54,給
779,417,64,45,則
772,456,62,80,渠
785,533,53,45,以
776,575,56,65,此
787,633,59,43,知
782,674,46,45,之
781,710,55,55,今
786,760,60,46,若
787,804,58,33,不
783,835,61,51,爲
783,887,80,57,全
769,960,92,57,給
804,1018,58,34,則
685,284,76,47,不
697,340,54,50,可
698,379,63,82,參
684,462,90,68,酌
701,526,66,76,給
711,599,50,59,之
704,651,62,61,似
704,714,68,43,當
677,759,89,50,二
715,815,49,42,百
709,866,61,67,兩
706,932,66,37,則
703,968,69,48,不
707,1018,78,49,必
600,261,81,102,給
613,362,62,99,矣
532,236,60,66,上
513,313,67,67,曰
513,382,77,67,斟
525,452,81,71,酌
528,540,84,68,給
548,606,58,103,之
436,282,70,44,工
437,327,77,54,曰
443,385,56,64,筆
452,451,60,45,工
442,497,56,49,事
432,565,80,48,微
426,627,86,55,關
449,671,70,69,重
448,734,72,59,敢
436,794,97,44,達
450,832,63,72,亂
430,914,102,48,前
460,956,72,68,則
356,290,59,61,筆
377,357,43,39,工
368,399,60,54,前
373,445,57,48,上
365,493,54,50,或
372,554,59,45,坐
362,589,64,41,四
351,631,79,38,五
368,672,79,36,人
382,703,41,46,其
379,748,48,55,時
360,792,63,67,固
360,865,66,32,以
377,894,53,49,爲
369,941,70,54,稀
378,993,51,78,少
294,272,52,58,而
288,325,46,47,今
292,378,57,37,則
281,410,66,55,皆
292,460,63,61,走
305,522,47,53,無
282,583,75,41,他
288,632,56,42,以
288,666,52,53,其
294,716,56,39,上
290,753,54,66,司
286,815,62,44,所
284,848,71,68,給
304,905,50,57,之
286,942,70,60,價
298,1008,64,42,不
194,294,77,47,准
203,341,64,46,也
233,687,49,50,無
226,745,43,38,可
220,786,59,43,爲
211,828,75,59,者
222,881,56,82,皆
226,964,67,73,不
